,address,flood,followInfo
0,仓上小区/2室1厅/65.8平米/东南/简装/无电梯,顶层(共6层)/1992年建板楼/顺义城,25人关注/6次带看7天以前发布房本满五年265万单价40274元/平米
1,仓上小区/1室1厅/59.25平米/南 北/精装/无电梯,高楼层(共6层)/1992年建板楼/顺义城,100人关注/53次带看1个月以前发布房本满五年245万单价41351元/平米
2,仓上小区/3室1厅/101.04平米/南 北/精装/无电梯,顶层(共6层)/1993年建板楼/顺义城,3人关注/1次带看18天以前发布房本满五年380万单价37609元/平米
3,仓上小区/1室1厅/64.96平米/南 北/简装/无电梯,中楼层(共6层)/1992年建板楼/顺义城,4人关注/3次带看19天以前发布房本满五年270万单价41565元/平米
4,仓上小区/2室2厅/95.79平米/东 西/精装/无电梯,中楼层(共6层)/1993年建板楼/顺义城,8人关注/10次带看7个月以前发布房本满五年随时看房340万单价35495元/平米
5,仓上小区/3室1厅/132.9平米/南 北/简装/无电梯,底层(共6层)/1998年建板楼/顺义城,5人关注/1次带看6天以前发布房本满五年450万单价33861元/平米
6,仓上小区/2室1厅/76.43平米/南 北/其他/无电梯,顶层(共6层)/1992年建板楼/顺义城,11人关注/4次带看9天以前发布房本满两年随时看房275万单价35981元/平米
7,仓上小区/3室2厅/100.58平米/南 北/简装/无电梯,高楼层(共6层)/1998年建板楼/顺义城,89人关注/8次带看3个月以前发布房本满五年300万单价29828元/平米
8,仓上小区/2室1厅/76.36平米/南 北/简装/无电梯,顶层(共6层)/1992年建板楼/顺义城,26人关注/11次带看1个月以前发布房本满五年280万单价36669元/平米
9,仓上小区/2室1厅/60.37平米/南 北/精装/无电梯,顶层(共6层)/1992年建板楼/顺义城,9人关注/0次带看5天以前发布房本满两年245万单价40584元/平米
10,仓上小区/2室1厅/116.19平米/南 北/精装/无电梯,高楼层(共6层)/1992年建板楼/顺义城,19人关注/1次带看5个月以前发布房本满五年400万单价34427元/平米
11,仓上小区/3室1厅/79.77平米/南 北/简装/无电梯,高楼层(共6层)/1992年建板楼/顺义城,26人关注/4次带看3个月以前发布房本满五年300万单价37609元/平米
12,仓上小区/2室1厅/73.56平米/南 北/简装/无电梯,低楼层(共6层)/1998年建板楼/顺义城,42人关注/4次带看1个月以前发布房本满五年275万单价37385元/平米
13,仓上小区/2室1厅/86.79平米/东 西/简装/无电梯,低楼层(共6层)/1993年建板楼/顺义城,7人关注/1次带看1个月以前发布房本满五年310万单价35719元/平米
14,仓上小区/1室1厅/69.02平米/南 北/精装/无电梯,顶层(共6层)/1992年建板楼/顺义城,14人关注/3次带看20天以前发布房本满两年265万单价38395元/平米
15,仓上小区/1室1厅/59.52平米/南 北/精装/无电梯,高楼层(共6层)/1992年建板楼/顺义城,165人关注/77次带看5个月以前发布房本满两年240万单价40323元/平米
16,仓上小区/3室1厅/108.03平米/南 北/简装/无电梯,低楼层(共6层)/1995年建板楼/顺义城,11人关注/7次带看1个月以前发布房本满五年421万单价38971元/平米
17,仓上小区/3室1厅/103.75平米/南 北/简装/无电梯,中楼层(共6层)/1995年建板楼/顺义城,12人关注/1次带看2个月以前发布房本满五年400万单价38555元/平米
18,仓上小区/2室1厅/95.22平米/南 北/精装/无电梯,高楼层(共6层)/1995年建板楼/顺义城,34人关注/2次带看8个月以前发布房本满五年351万单价36863元/平米
19,仓上小区/3室1厅/108.03平米/南 北/简装/无电梯,高楼层(共6层)/1995年建板楼/顺义城,6人关注/0次带看1个月以前发布房本满五年389万单价36009元/平米
20,仓上小区/3室1厅/94.38平米/南 北/简装,高楼层(共6层)/1995年建板楼/顺义城,10人关注/0次带看1个月以前发布房本满五年350万单价37085元/平米
21,仓上小区/3室1厅/105.09平米/南 北/精装/无电梯,中楼层(共6层)/1998年建板楼/顺义城,18人关注/10次带看1个月以前发布400万单价38063元/平米
22,仓上小区/3室2厅/122.2平米/南 北/精装/无电梯,中楼层(共6层)/1992年建板楼/顺义城,44人关注/6次带看5个月以前发布429万单价35107元/平米
23,仓上小区/3室1厅/107.66平米/东 西/简装/无电梯,中楼层(共6层)/1993年建板楼/顺义城,55人关注/2次带看4个月以前发布320万单价29724元/平米
24,仓上小区/2室1厅/95.79平米/东 西/简装/无电梯,中楼层(共6层)/1993年建板楼/顺义城,5人关注/0次带看2个月以前发布300万单价31319元/平米
25,仓上小区/1室1厅/61.29平米/南 北/简装/无电梯,高楼层(共6层)/1992年建板楼/顺义城,2人关注/1次带看2天以前发布房本满五年245万单价39974元/平米
