,address,flood,followInfo
0,甜水园东里/2室1厅/38.64平米/东 南 北/简装/无电梯,底层(共6层)/1986年建板楼/甜水园,17人关注/0次带看1天以前发布距离6号线金台路站693米房本满五年280万单价72464元/平米
1,甜水园东里/2室1厅/62.75平米/东 西/简装/无电梯,顶层(共6层)/1992年建板楼/甜水园,191人关注/18次带看3个月以前发布距离6号线金台路站580米房本满五年386万单价61514元/平米
2,甜水园东里/2室1厅/57.71平米/东 南 西/简装/无电梯,高楼层(共6层)/1983年建板楼/甜水园,146人关注/6次带看4个月以前发布距离6号线金台路站462米房本满五年365万单价63248元/平米
3,甜水园东里/2室1厅/89.58平米/东 西/精装/无电梯,高楼层(共6层)/2000年建板楼/甜水园,20人关注/0次带看1个月以前发布房本满五年599万单价66868元/平米
4,甜水园东里/2室1厅/57.07平米/南 北/简装/无电梯,中楼层(共6层)/1986年建板楼/甜水园,160人关注/11次带看6个月以前发布距离6号线金台路站944米房本满五年381万单价66761元/平米
5,甜水园东里/3室1厅/80.63平米/南 北/其他/无电梯,顶层(共6层)/1987年建板楼/甜水园,97人关注/16次带看4个月以前发布距离6号线金台路站928米房本满五年随时看房540万单价66973元/平米
6,甜水园东里/1室1厅/34.39平米/南 西 北/精装/无电梯,底层(共6层)/1986年建板楼/甜水园,334人关注/16次带看2个月以前发布距离6号线金台路站837米房本满五年255万单价74150元/平米
7,甜水园东里/2室1厅/62.62平米/南 北/精装/有电梯,低楼层(共12层)/1992年建板塔结合/甜水园,272人关注/11次带看2个月以前发布距离6号线金台路站661米房本满五年425万单价67870元/平米
8,甜水园东里/2室1厅/89.58平米/东 西/简装/无电梯,中楼层(共6层)/2000年建板楼/甜水园,24人关注/5次带看1个月以前发布房本满五年610万单价68096元/平米
9,甜水园东里/3室1厅/99.27平米/西南/精装/无电梯,高楼层(共6层)/1999年建板楼/甜水园,77人关注/5次带看3个月以前发布房本满五年700万单价70515元/平米
10,甜水园东里/3室2厅/97.14平米/东北/精装/无电梯,高楼层(共6层)/1999年建板楼/甜水园,115人关注/6次带看4个月以前发布距离6号线金台路站875米655万单价67429元/平米
11,甜水园东里/2室1厅/51.12平米/南/简装/无电梯,高楼层(共6层)/1985年建板楼/甜水园,19人关注/9次带看2天以前发布距离6号线金台路站888米随时看房335万单价65533元/平米
12,甜水园东里/2室1厅/53.89平米/南 西 北/简装/无电梯,地下室(共6层)/1992年建板楼/甜水园,69人关注/1次带看1个月以前发布距离6号线金台路站636米275万单价51030元/平米
13,甜水园东里/2室1厅/58.07平米/东 西/简装/无电梯,顶层(共6层)/1986年建板楼/甜水园,86人关注/0次带看26天以前发布距离6号线金台路站930米房本满五年320万单价55106元/平米
