,address,flood,followInfo
0,青年路51号/1室1厅/45.15平米/南 北/精装,中楼层(共6层)/1995年建板楼/朝青,34人关注/4次带看14天以前发布距离6号线青年路站365米房本满两年310万单价68661元/平米
1,青年路51号/1室1厅/42.18平米/南/精装,顶层(共6层)/1995年建板楼/朝青,168人关注/9次带看1个月以前发布距离6号线青年路站365米房本满五年288万单价68279元/平米
2,青年路51号/2室1厅/62.36平米/南 北/简装,底层(共6层)/1995年建板楼/朝青,22人关注/0次带看1个月以前发布距离6号线青年路站365米房本满两年428万单价68634元/平米
