,address,flood,followInfo
0,首尔甜城二期| 2室1厅 | 85.59平米 | 南 北 | 毛坯 | 有电梯,顶层(共29层)2015年建板楼  -燕顺路东,38人关注 / 共37次带看 / 1个月以前发布
1,首尔甜城二期| 2室1厅 | 83.17平米 | 南 | 其他,高楼层(共29层)2015年建板楼  -燕顺路东,11人关注 / 共13次带看 / 10天以前发布
2,首尔甜城二期| 3室1厅 | 125平米 | 南 北 | 简装 | 有电梯,中楼层(共29层)2015年建板楼  -燕顺路东,107人关注 / 共246次带看 / 8个月以前发布
3,首尔甜城二期| 3室1厅 | 124.78平米 | 东 南 北 | 毛坯 | 有电梯,中楼层(共29层)2015年建板楼  -燕顺路东,37人关注 / 共44次带看 / 10个月以前发布
4,首尔甜城二期| 2室1厅 | 82.94平米 | 南 | 毛坯 | 有电梯,高楼层(共29层)2015年建板楼  -燕顺路东,19人关注 / 共15次带看 / 2个月以前发布
5,首尔甜城二期| 3室1厅 | 109.34平米 | 东南 北 | 毛坯 | 有电梯,高楼层(共29层)2015年建塔楼  -燕顺路东,65人关注 / 共59次带看 / 6个月以前发布
6,首尔甜城二期| 3室1厅 | 124.78平米 | 南 北 | 毛坯 | 有电梯,低楼层(共29层)2015年建板楼  -燕顺路东,15人关注 / 共26次带看 / 8个月以前发布
7,首尔甜城二期| 2室1厅 | 82.24平米 | 南 | 精装 | 有电梯,低楼层(共29层)2015年建板楼  -燕顺路东,141人关注 / 共37次带看 / 4个月以前发布
8,首尔甜城二期| 2室1厅 | 85.59平米 | 南 北 | 其他 | 有电梯,低楼层(共29层)2015年建板楼  -燕顺路东,3人关注 / 共0次带看 / 3天以前发布
9,首尔甜城二期| 3室1厅 | 124.78平米 | 南 北 | 其他 | 有电梯,中楼层(共29层)2015年建板楼  -燕顺路东,9人关注 / 共1次带看 / 23天以前发布
10,首尔甜城二期| 2室1厅 | 83.17平米 | 南 | 其他 | 有电梯,高楼层(共29层)2015年建板楼  -燕顺路东,4人关注 / 共0次带看 / 15天以前发布
11,首尔甜城二期| 3室1厅 | 124.78平米 | 南 西 北 | 其他 | 有电梯,低楼层(共29层)2015年建板楼  -燕顺路东,10人关注 / 共8次带看 / 1个月以前发布
12,首尔甜城二期| 2室1厅 | 85.59平米 | 南 北 | 精装 | 有电梯,中楼层(共27层)2015年建塔楼  -燕顺路东,5人关注 / 共0次带看 / 16天以前发布
13,首尔甜城二期| 2室1厅 | 84.91平米 | 南 北 | 简装 | 有电梯,中楼层(共29层)2015年建板楼  -燕顺路东,73人关注 / 共17次带看 / 6个月以前发布
14,首尔甜城二期| 2室1厅 | 82.24平米 | 南 | 精装 | 有电梯,低楼层(共29层)2015年建板楼  -燕顺路东,7人关注 / 共2次带看 / 1个月以前发布
15,首尔甜城二期| 2室1厅 | 82.24平米 | 南 | 精装 | 有电梯,中楼层(共29层)2015年建板楼  -燕顺路东,13人关注 / 共3次带看 / 1个月以前发布
16,首尔甜城二期| 2室1厅 | 84.91平米 | 南 北 | 毛坯 | 有电梯,低楼层(共29层)2015年建板楼  -燕顺路东,2人关注 / 共1次带看 / 4个月以前发布
17,首尔甜城二期| 2室1厅 | 82.94平米 | 南 | 精装 | 有电梯,中楼层(共29层)2015年建板楼  -燕顺路东,11人关注 / 共14次带看 / 2个月以前发布
18,首尔甜城二期| 2室1厅 | 85.59平米 | 南 北 | 其他 | 有电梯,低楼层(共29层)2015年建板楼  -燕顺路东,1人关注 / 共2次带看 / 1个月以前发布
19,首尔甜城二期| 2室1厅 | 85.59平米 | 南 北 | 其他 | 有电梯,中楼层(共29层)2015年建板楼  -燕顺路东,23人关注 / 共3次带看 / 1个月以前发布
20,首尔甜城二期| 2室1厅 | 85.59平米 | 南 北 | 精装 | 有电梯,高楼层(共29层)2015年建板楼  -燕顺路东,45人关注 / 共4次带看 / 6个月以前发布
21,首尔甜城二期| 2室1厅 | 82.24平米 | 南 | 毛坯 | 有电梯,高楼层(共29层)2015年建板楼  -燕顺路东,4人关注 / 共4次带看 / 2个月以前发布
22,首尔甜城二期| 2室1厅 | 82.24平米 | 南 | 精装 | 有电梯,低楼层(共29层)2015年建板楼  -燕顺路东,4人关注 / 共0次带看 / 1个月以前发布
23,首尔甜城二期| 2室2厅 | 83.17平米 | 南 | 其他 | 有电梯,高楼层(共29层)2015年建板楼  -燕顺路东,6人关注 / 共0次带看 / 1个月以前发布
24,首尔甜城二期| 2室1厅 | 84.63平米 | 南 北 | 其他 | 有电梯,高楼层(共29层)2015年建板楼  -燕顺路东,1人关注 / 共0次带看 / 1个月以前发布
25,首尔甜城二期| 2室1厅 | 84.73平米 | 南 北 | 精装 | 有电梯,低楼层(共29层)2015年建板楼  -燕顺路东,49人关注 / 共6次带看 / 3个月以前发布
26,首尔甜城二期| 2室1厅 | 84.91平米 | 南 北 | 其他 | 有电梯,顶层(共29层)2016年建板楼  -燕顺路东,0人关注 / 共0次带看 / 3天以前发布
