,address,flood,followInfo
0,后现代城/1室0厅/50.17平米/北/精装,中楼层(共18层)/2004年建板塔结合/大望路,52人关注/33次带看1个月以前发布距离7号线大郊亭站835米房本满五年随时看房359万单价71557元/平米
1,后现代城/2室1厅/91.65平米/东 北/精装,低楼层(共27层)/2006年建塔楼/大望路,55人关注/23次带看3个月以前发布距离7号线大郊亭站651米房本满两年650万单价70922元/平米
2,后现代城/2室1厅/85.7平米/西/精装/有电梯,高楼层(共28层)/2006年建塔楼/大望路,8人关注/22次带看1个月以前发布距离7号线大郊亭站699米房本满两年625万单价72929元/平米
3,后现代城/2室1厅/127.55平米/东/精装/有电梯,中楼层(共27层)/2006年建塔楼/大望路,100人关注/114次带看8个月以前发布距离7号线大郊亭站651米房本满五年随时看房750万单价58801元/平米
4,后现代城/2室2厅/105.47平米/东/简装/有电梯,中楼层(共18层)/2007年建塔楼/大望路,161人关注/106次带看4个月以前发布距离7号线大郊亭站836米房本满五年随时看房635万单价60207元/平米
5,后现代城/2室2厅/107.93平米/东南/精装,中楼层(共18层)/2004年建板塔结合/大望路,24人关注/2次带看1个月以前发布距离7号线大郊亭站724米房本满五年750万单价69490元/平米
6,后现代城/1室1厅/63.06平米/南/精装/有电梯,低楼层(共18层)/2004年建板塔结合/大望路,67人关注/14次带看1个月以前发布距离7号线大郊亭站835米房本满五年450万单价71361元/平米
7,后现代城/2室1厅/107.07平米/东南/精装/有电梯,低楼层(共18层)/2008年建板塔结合/大望路,46人关注/11次带看29天以前发布距离7号线大郊亭站766米房本满五年680万单价63510元/平米
8,后现代城/1室1厅/64.19平米/西/精装,低楼层(共27层)/2007年建塔楼/大望路,24人关注/18次带看1个月以前发布距离7号线大郊亭站479米房本满两年440万单价68547元/平米
9,后现代城/1室1厅/62.8平米/南/精装/有电梯,高楼层(共18层)/2004年建板塔结合/大望路,161人关注/43次带看4个月以前发布距离7号线大郊亭站855米房本满五年445万单价70860元/平米
10,后现代城/1室0厅/61.28平米/南/其他/有电梯,高楼层(共14层)/2004年建板塔结合/大望路,45人关注/61次带看8个月以前发布距离7号线大郊亭站892米房本满两年随时看房429万单价70007元/平米
11,后现代城/2室1厅/98.94平米/南/精装/有电梯,中楼层(共18层)/2008年建板塔结合/大望路,311人关注/35次带看一年前发布距离7号线大郊亭站766米房本满五年637万单价64383元/平米
12,后现代城/3室1厅/128.68平米/西南/精装/有电梯,低楼层(共28层)/2007年建塔楼/大望路,18人关注/2次带看19天以前发布距离7号线大郊亭站721米房本满五年936万单价72739元/平米
13,后现代城/1室1厅/73.13平米/东北/精装/有电梯,低楼层(共18层)/2007年建塔楼/大望路,42人关注/14次带看1个月以前发布距离7号线大郊亭站836米房本满五年随时看房500万单价68372元/平米
14,后现代城/2室1厅/106.94平米/南/精装/有电梯,中楼层(共18层)/2008年建板塔结合/大望路,258人关注/73次带看4个月以前发布房本满五年700万单价65458元/平米
15,后现代城/2室2厅/94.47平米/西北/精装/有电梯,高楼层(共28层)/2005年建塔楼/大望路,118人关注/22次带看6个月以前发布距离7号线大郊亭站687米房本满五年660万单价69864元/平米
16,后现代城/1室1厅/71.75平米/北/精装/有电梯,中楼层(共28层)/2005年建塔楼/大望路,59人关注/25次带看6个月以前发布距离7号线大郊亭站687米房本满五年523万单价72892元/平米
