,address,flood,followInfo
0,车站西街17号院/2室1厅/86.78平米/南 北/其他,中楼层(共18层)/1993年建塔楼/广安门,13人关注/11次带看5天以前发布房本满五年随时看房737万单价84928元/平米
1,车站西街17号院/2室1厅/66.89平米/东/精装/有电梯,低楼层(共18层)/1993年建塔楼/广安门,30人关注/18次带看3个月以前发布房本满两年545万单价81478元/平米
2,车站西街17号院/2室1厅/66.89平米/西/精装/有电梯,中楼层(共18层)/1993年建塔楼/广安门,49人关注/1次带看1个月以前发布房本满五年550万单价82225元/平米
