,address,flood,followInfo
0,平乐园小区/2室1厅/65.57平米/南 北/精装/无电梯,高楼层(共6层)/1993年建板楼/北工大,10人关注/1次带看11天以前发布房本满五年389万单价59326元/平米
1,平乐园小区/1室1厅/47.17平米/东 西/简装/无电梯,底层(共6层)/1998年建板楼/北工大,3人关注/6次带看16天以前发布房本满五年282万单价59784元/平米
2,平乐园小区/1室1厅/46.82平米/南 北/简装/无电梯,顶层(共6层)/1995年建板楼/北工大,286人关注/45次带看7个月以前发布距离14号线(东段)北工大西门站1119米房本满五年280万单价59804元/平米
3,平乐园小区/1室1厅/47.17平米/南 北/精装/无电梯,顶层(共6层)/1995年建板楼/北工大,432人关注/32次带看7个月以前发布房本满五年282万单价59784元/平米
4,平乐园小区/2室1厅/59.95平米/南 西 北/简装/无电梯,底层(共6层)/1993年建板楼/北工大,50人关注/18次带看11天以前发布350万单价58382元/平米
5,平乐园小区/1室1厅/47.55平米/南/精装/无电梯,底层(共6层)/1992年建板楼/北工大,188人关注/117次带看5个月以前发布距离14号线(东段)北工大西门站955米房本满五年随时看房284万单价59727元/平米
6,平乐园小区/2室1厅/59.84平米/东 西/精装/无电梯,中楼层(共6层)/1994年建板楼/北工大,94人关注/14次带看1个月以前发布距离14号线(东段)北工大西门站1175米房本满五年356万单价59492元/平米
7,平乐园小区/2室1厅/63.59平米/东南/精装/有电梯,低楼层(共18层)/1997年建塔楼/北工大,178人关注/9次带看6个月以前发布房本满两年380万单价59758元/平米
8,平乐园小区/2室1厅/61.44平米/南 北/精装/无电梯,中楼层(共6层)/1994年建板楼/北工大,119人关注/14次带看31天以前发布360万单价58594元/平米
9,平乐园小区/3室1厅/81.5平米/西南 北/简装/有电梯,高楼层(共18层)/1994年建塔楼/北工大,41人关注/16次带看2个月以前发布460万单价56442元/平米
10,平乐园小区/3室1厅/81.5平米/东南 西北/其他/有电梯,中楼层(共18层)/1996年建塔楼/北工大,59人关注/5次带看3个月以前发布460万单价56442元/平米
11,平乐园小区/2室1厅/65.57平米/南 北/简装/无电梯,中楼层(共6层)/1995年建板楼/北工大,166人关注/7次带看6个月以前发布350万单价53379元/平米
12,平乐园小区/1室1厅/47.17平米/南 北/精装/无电梯,顶层(共6层)/1995年建板楼/北工大,25人关注/2次带看7个月以前发布距离14号线(东段)北工大西门站1080米285万单价60420元/平米
