,address,flood,followInfo
0,彩虹街区/2室1厅/80.23平米/东/简装/有电梯,顶层(共16层)/2005年建塔楼/玉泉营,120人关注/29次带看3个月以前发布距离9号线丰台南路站577米房本满五年410万单价51104元/平米
