,address,flood,followInfo
0,金地格林6/3室2厅/154.5平米/南 北/精装/有电梯,低楼层(共6层)/2008年建板楼/马驹桥,47人关注/40次带看1个月以前发布房本满五年随时看房620万单价40130元/平米
1,金地格林6/3室2厅/141.37平米/南 北/精装,中楼层(共9层)/2009年建板塔结合/马驹桥,10人关注/0次带看6天以前发布房本满五年600万单价42442元/平米
2,金地格林6/3室1厅/134.2平米/南 北/精装/有电梯,低楼层(共9层)/2009年建板塔结合/马驹桥,31人关注/3次带看23天以前发布房本满五年560万单价41729元/平米
3,金地格林6/4室3厅/233.45平米/南 北/精装/有电梯,底层(共6层)/2008年建板楼/马驹桥,18人关注/5次带看5个月以前发布房本满五年890万单价38124元/平米
4,金地格林6/3室2厅/134.48平米/南 北/精装/有电梯,顶层(共10层)/2009年建板塔结合/马驹桥,13人关注/0次带看16天以前发布房本满五年600万单价44617元/平米
5,金地格林6/3室2厅/208.94平米/南 北/毛坯/有电梯,顶层(共5层)/2008年建板楼/马驹桥,43人关注/35次带看2个月以前发布随时看房830万单价39725元/平米
6,金地格林6/3室1厅/169.39平米/南 北/精装/无电梯,顶层(共4层)/2008年建板楼/马驹桥,117人关注/8次带看一年前发布房本满五年680万单价40145元/平米
7,金地格林6/3室2厅/239.1平米/南 北/简装/无电梯,底层(共5层)/2008年建板楼/马驹桥,21人关注/26次带看1个月以前发布房本满五年随时看房880万单价36805元/平米
8,金地格林6/3室1厅/142.13平米/南 北/精装/有电梯,中楼层(共9层)/2009年建板塔结合/马驹桥,24人关注/0次带看18天以前发布房本满两年600万单价42215元/平米
9,金地格林6/3室2厅/159.9平米/南 北/精装,中楼层(共5层)/2008年建板楼/马驹桥,65人关注/10次带看6个月以前发布随时看房570万单价35648元/平米
10,金地格林6/3室2厅/149.55平米/南 北/精装/有电梯,中楼层(共5层)/2008年建板楼/马驹桥,23人关注/2次带看1个月以前发布650万单价43464元/平米
11,金地格林6/3室2厅/237.8平米/南 北/毛坯/无电梯,底层(共5层)/2008年建板楼/马驹桥,11人关注/0次带看9天以前发布房本满五年880万单价37006元/平米
