,address,flood,followInfo
0,蓬莱公寓东区/4室1厅/158.29平米/南 北/简装/无电梯,顶层(共5层)/2001年建板楼/北七家,115人关注/56次带看一年前发布房本满五年随时看房460万单价29061元/平米
1,蓬莱公寓东区/3室1厅/105.85平米/东 西/简装,中楼层(共6层)/2002年建板楼/北七家,2人关注/0次带看2天以前发布房本满五年383万单价36184元/平米
2,蓬莱公寓东区/2室1厅/83.42平米/南 北/其他/无电梯,底层(共6层)/2001年建板楼/北七家,92人关注/15次带看1个月以前发布房本满五年355万单价42556元/平米
3,蓬莱公寓东区/3室2厅/113.48平米/南 北/简装/无电梯,中楼层(共5层)/2001年建板楼/北七家,88人关注/19次带看一年前发布房本满五年440万单价38774元/平米
4,蓬莱公寓东区/4室2厅/182.89平米/南 北/精装/无电梯,高楼层(共6层)/2002年建板楼/北七家,33人关注/1次带看3个月以前发布房本满五年550万单价30073元/平米
5,蓬莱公寓东区/5室3厅/196.41平米/南 北/精装/无电梯,顶层(共5层)/2000年建板楼/北七家,19人关注/1次带看3个月以前发布房本满五年590万单价30040元/平米
6,蓬莱公寓东区/4室2厅/183.89平米/南 北/精装/无电梯,高楼层(共6层)/2002年建板楼/北七家,228人关注/12次带看8个月以前发布房本满五年488万单价26538元/平米
7,蓬莱公寓东区/4室2厅/158.91平米/南 北/其他/无电梯,中楼层(共5层)/2001年建板楼/北七家,5人关注/0次带看1个月以前发布房本满五年550万单价34611元/平米
8,蓬莱公寓东区/3室2厅/140.2平米/南 北/其他/无电梯,中楼层(共5层)/2000年建板楼/北七家,69人关注/10次带看6个月以前发布房本满两年450万单价32098元/平米
9,蓬莱公寓东区/2室2厅/107.38平米/南/简装/无电梯,高楼层(共6层)/2001年建板楼/北七家,27人关注/4次带看4个月以前发布房本满两年355万单价33061元/平米
10,蓬莱公寓东区/3室1厅/144.19平米/南 北/简装/无电梯,中楼层(共5层)/2001年建板楼/北七家,31人关注/3次带看7个月以前发布房本满两年458万单价31764元/平米
11,蓬莱公寓东区/3室2厅/145.14平米/南 北/简装/无电梯,中楼层(共6层)/2001年建板楼/北七家,22人关注/2次带看5个月以前发布房本满两年470万单价32383元/平米
12,蓬莱公寓东区/3室2厅/144.19平米/南 北/其他/无电梯,中楼层(共5层)/2001年建板楼/北七家,5人关注/1次带看1个月以前发布房本满五年480万单价33290元/平米
13,蓬莱公寓东区/3室1厅/169.28平米/南 北/精装,顶层(共5层)/2001年建板楼/北七家,3人关注/0次带看1天以前发布随时看房480万单价28356元/平米
14,蓬莱公寓东区/2室1厅/106.4平米/南 北/其他/无电梯,中楼层(共6层)/2002年建板楼/北七家,10人关注/0次带看1个月以前发布360万单价33835元/平米
15,蓬莱公寓东区/3室2厅/152.3平米/南 北/简装/无电梯,高楼层(共6层)/2001年建板楼/北七家,35人关注/0次带看6个月以前发布498万单价32699元/平米
16,蓬莱公寓东区/3室1厅/123.45平米/南 北/精装,中楼层(共6层)/2001年建板楼/北七家,0人关注/0次带看2天以前发布房本满五年490万单价39693元/平米
