,address,flood,followInfo
0,体育馆西路甲53号院/3室1厅/87.27平米/南 西 北/精装,顶层(共6层)/1980年建板楼/左安门,39人关注/0次带看10个月以前发布距离5号线天坛东门站534米房本满两年750万单价85941元/平米
