,address,flood,followInfo
0,北大地二里/2室1厅/63.5平米/东 西/其他/无电梯,中楼层(共5层)/1980年建板楼/北大地,50人关注/16次带看1个月以前发布距离9号线丰台东大街站1074米房本满两年随时看房330万单价51969元/平米
1,北大地二里/2室1厅/49.48平米/南/其他/无电梯,中楼层(共5层)/1970年建板楼/北大地,67人关注/16次带看2个月以前发布距离9号线丰台东大街站885米房本满五年300万单价60631元/平米
2,北大地二里/2室1厅/61平米/南/其他/无电梯,底层(共4层)/1960年建板楼/北大地,32人关注/15次带看3个月以前发布距离9号线丰台东大街站1086米房本满五年380万单价62296元/平米
