,address,flood,followInfo
0,芳城园一区/2室1厅/70.65平米/西北/简装/有电梯,中楼层(共31层)/1993年建塔楼/方庄,83人关注/69次带看27天以前发布距离14号线(东段)方庄站620米房本满五年随时看房435万单价61572元/平米
1,芳城园一区/2室1厅/63.36平米/西南/精装,顶层(共28层)/1994年建塔楼/方庄,102人关注/29次带看4个月以前发布距离14号线(东段)方庄站738米房本满五年369万单价58239元/平米
2,芳城园一区/3室2厅/152.15平米/东北/简装/有电梯,高楼层(共19层)/1999年建塔楼/方庄,75人关注/48次带看2个月以前发布距离5号线蒲黄榆站971米房本满五年随时看房785万单价51594元/平米
3,芳城园一区/2室1厅/70.65平米/西北/精装,中楼层(共31层)/1993年建塔楼/方庄,73人关注/16次带看5天以前发布距离14号线(东段)方庄站620米房本满五年445万单价62987元/平米
4,芳城园一区/2室1厅/81平米/东南/精装/有电梯,高楼层(共26层)/1994年建塔楼/方庄,50人关注/18次带看15天以前发布距离14号线(东段)方庄站766米房本满五年539万单价66544元/平米
5,芳城园一区/2室1厅/92.8平米/东南/其他,高楼层(共27层)/1994年建板塔结合/方庄,159人关注/32次带看4个月以前发布距离14号线(东段)方庄站915米房本满五年570万单价61423元/平米
6,芳城园一区/2室1厅/65.15平米/东南/简装/有电梯,高楼层(共27层)/1994年建板塔结合/方庄,18人关注/1次带看5天以前发布距离14号线(东段)方庄站796米房本满五年428万单价65695元/平米
7,芳城园一区/3室1厅/95.8平米/东南/简装/有电梯,高楼层(共27层)/1994年建板塔结合/方庄,50人关注/4次带看15天以前发布房本满五年555万单价57934元/平米
8,芳城园一区/2室1厅/65平米/西南/其他/有电梯,中楼层(共26层)/1992年建塔楼/方庄,214人关注/28次带看4个月以前发布距离14号线(东段)方庄站766米房本满五年408万单价62770元/平米
9,芳城园一区/2室1厅/126.94平米/东 西/简装/有电梯,低楼层(共17层)/1997年建板塔结合/方庄,8人关注/1次带看18天以前发布距离14号线(东段)方庄站549米房本满五年800万单价63022元/平米
10,芳城园一区/2室1厅/64.54平米/南/其他/有电梯,低楼层(共26层)/1990年建板塔结合/方庄,150人关注/153次带看3个月以前发布距离14号线(东段)方庄站879米随时看房405万单价62752元/平米
11,芳城园一区/2室1厅/57.25平米/西北/其他,高楼层(共28层)/1992年建塔楼/方庄,4人关注/0次带看4天以前发布距离14号线(东段)方庄站805米房本满两年380万单价66376元/平米
12,芳城园一区/2室1厅/70.65平米/西北/精装/有电梯,中楼层(共31层)/1993年建塔楼/方庄,38人关注/1次带看13天以前发布距离14号线(东段)方庄站620米房本满五年460万单价65110元/平米
13,芳城园一区/2室1厅/64.9平米/东南/其他,高楼层(共27层)/1994年建板塔结合/方庄,32人关注/2次带看9天以前发布距离14号线(东段)方庄站915米房本满五年420万单价64715元/平米
14,芳城园一区/2室1厅/70平米/西北/简装/有电梯,中楼层(共25层)/1990年建塔楼/方庄,156人关注/15次带看5个月以前发布距离14号线(东段)方庄站642米房本满五年随时看房430万单价61429元/平米
15,芳城园一区/2室1厅/66.88平米/西南/简装/有电梯,低楼层(共31层)/1993年建塔楼/方庄,244人关注/30次带看一年前发布房本满五年410万单价61304元/平米
16,芳城园一区/2室1厅/92.8平米/东南/其他/有电梯,中楼层(共27层)/1994年建板塔结合/方庄,39人关注/20次带看21天以前发布距离14号线(东段)方庄站915米房本满五年570万单价61423元/平米
17,芳城园一区/2室1厅/92.8平米/西南/其他/有电梯,中楼层(共27层)/1994年建板塔结合/方庄,59人关注/21次带看21天以前发布距离14号线(东段)方庄站915米房本满五年570万单价61423元/平米
18,芳城园一区/2室1厅/96.32平米/东南/简装/有电梯,中楼层(共31层)/1993年建塔楼/方庄,152人关注/128次带看8个月以前发布距离14号线(东段)方庄站620米房本满五年570万单价59178元/平米
19,芳城园一区/2室1厅/93平米/西南/精装/有电梯,中楼层(共26层)/1993年建塔楼/方庄,76人关注/28次带看1个月以前发布585万单价62904元/平米
20,芳城园一区/3室1厅/187.63平米/南 北/简装/有电梯,高楼层(共17层)/1999年建板塔结合/方庄,57人关注/9次带看4个月以前发布距离14号线(东段)方庄站549米房本满五年850万单价45302元/平米
21,芳城园一区/3室2厅/167.33平米/东南/简装/有电梯,高楼层(共19层)/1999年建塔楼/方庄,32人关注/3次带看4个月以前发布距离5号线蒲黄榆站971米房本满五年900万单价53786元/平米
22,芳城园一区/2室1厅/70.65平米/西北/简装/有电梯,高楼层(共31层)/1993年建塔楼/方庄,28人关注/1次带看16天以前发布距离14号线(东段)方庄站620米430万单价60864元/平米
23,芳城园一区/2室1厅/55.98平米/东北/简装/有电梯,低楼层(共28层)/1991年建塔楼/方庄,112人关注/7次带看7个月以前发布距离14号线(东段)方庄站738米房本满两年350万单价62523元/平米
24,芳城园一区/2室1厅/65平米/东南 西南/精装/有电梯,高楼层(共27层)/1994年建板塔结合/方庄,31人关注/19次带看4个月以前发布距离14号线(东段)方庄站915米430万单价66154元/平米
25,芳城园一区/3室1厅/97.5平米/东南/简装/有电梯,高楼层(共27层)/1994年建板塔结合/方庄,63人关注/1次带看4个月以前发布距离14号线(东段)方庄站796米614万单价62975元/平米
26,芳城园一区/5室1厅/273.17平米/东 南 北/其他/有电梯,中楼层(共19层)/1999年建塔楼/方庄,10人关注/4次带看1个月以前发布房本满五年1500万单价54911元/平米
27,芳城园一区/3室1厅/95.8平米/东南/简装/有电梯,中楼层(共27层)/1994年建板塔结合/方庄,315人关注/1次带看9个月以前发布距离14号线(东段)方庄站915米房本满五年535万单价55846元/平米
