,address,flood,followInfo
0,云立方/3室1厅/90平米/南 北/其他/有电梯,高楼层(共21层)/2014年建板楼/天宫院,68人关注/57次带看2个月以前发布距离4号线生物医药基地站727米房本满两年随时看房378万单价42000元/平米
1,云立方/1室1厅/48.89平米/西南/精装/有电梯,低楼层(共21层)/2014年建塔楼/天宫院,62人关注/19次带看15天以前发布距离4号线生物医药基地站586米房本满两年239万单价48886元/平米
2,云立方/1室1厅/48.89平米/东南/简装,中楼层(共21层)/2014年建塔楼/天宫院,45人关注/22次带看11天以前发布距离4号线生物医药基地站586米房本满两年240万单价49090元/平米
3,云立方/2室1厅/80.71平米/南/其他/有电梯,低楼层(共19层)/2014年建板楼/天宫院,52人关注/27次带看1个月以前发布距离4号线生物医药基地站898米房本满两年336万单价41631元/平米
4,云立方/2室1厅/78.25平米/东南/毛坯/有电梯,低楼层(共21层)/2014年建板楼/天宫院,19人关注/43次带看1个月以前发布距离4号线生物医药基地站811米随时看房330万单价42173元/平米
5,云立方/2室1厅/84.71平米/南 北/其他/有电梯,低楼层(共21层)/2014年建板楼/天宫院,32人关注/68次带看4个月以前发布距离4号线生物医药基地站811米随时看房355.5万单价41967元/平米
6,云立方/2室1厅/84.09平米/南 北/简装/有电梯,低楼层(共21层)/2014年建板楼/天宫院,80人关注/71次带看10个月以前发布距离4号线生物医药基地站727米随时看房350万单价41623元/平米
7,云立方/2室1厅/84.76平米/南 北/其他,高楼层(共21层)/2014年建板楼/天宫院,11人关注/1次带看12天以前发布距离4号线生物医药基地站936米房本满两年357万单价42119元/平米
8,云立方/3室1厅/90.25平米/南 北/精装/有电梯,高楼层(共19层)/2014年建板楼/天宫院,94人关注/26次带看8个月以前发布距离4号线生物医药基地站898米房本满两年395万单价43768元/平米
9,云立方/1室1厅/50.31平米/南 北/精装/有电梯,中楼层(共21层)/2014年建塔楼/天宫院,109人关注/23次带看30天以前发布距离4号线生物医药基地站586米房本满两年239万单价47506元/平米
10,云立方/3室1厅/90平米/南 北/精装/有电梯,中楼层(共21层)/2014年建板楼/天宫院,132人关注/14次带看4个月以前发布距离4号线生物医药基地站727米395万单价43889元/平米
11,云立方/车位/33.16平米/东 南 西 北,/2014年建暂无数据/天宫院,4人关注/0次带看1个月以前发布距离4号线生物医药基地站679米22万单价6635元/平米
12,云立方/2室1厅/84.32平米/南 北/简装/有电梯,高楼层(共19层)/2014年建板楼/天宫院,25人关注/0次带看1个月以前发布距离4号线生物医药基地站995米354万单价41983元/平米
