,address,flood,followInfo
0,安德路47号院/2室1厅/52.75平米/东 西/简装/无电梯,地下室(共6层)/1995年建板楼/安定门,49人关注/1次带看8个月以前发布距离2号线安定门站850米房本满五年380万单价72038元/平米
1,安德路47号院/2室1厅/61.55平米/东 西/简装/无电梯,中楼层(共6层)/1988年建板楼/安定门,69人关注/0次带看1个月以前发布距离2号线安定门站867米房本满两年553万单价89846元/平米
2,安德路47号院/3室1厅/84.09平米/南 北/简装/无电梯,中楼层(共6层)/1990年建板楼/安定门,250人关注/16次带看9个月以前发布距离2号线安定门站1007米房本满五年756万单价89904元/平米
3,安德路47号院/2室1厅/62.71平米/东 西/简装/无电梯,顶层(共6层)/1988年建板楼/安定门,18人关注/0次带看10天以前发布距离2号线安定门站867米房本满五年540万单价86111元/平米
