,address,flood,followInfo
0,安慧北里小区/3室1厅/75.22平米/南 北/精装/无电梯,底层(共6层)/1987年建板楼/亚运村,21人关注/7次带看12天以前发布距离5号线大屯路东站1141米房本满五年590万单价78437元/平米
1,安慧北里小区/2室1厅/67.57平米/西北/精装/有电梯,顶层(共13层)/1987年建塔楼/亚运村,200人关注/53次带看一年前发布距离5号线大屯路东站1072米房本满五年490万单价72518元/平米
2,安慧北里小区/3室1厅/79.02平米/南 北/精装/无电梯,高楼层(共6层)/1987年建板楼/亚运村,152人关注/53次带看3个月以前发布距离5号线大屯路东站1053米随时看房560万单价70869元/平米
3,安慧北里小区/1室1厅/42.06平米/南/简装/无电梯,顶层(共6层)/1988年建板楼/亚运村,126人关注/19次带看3个月以前发布距离5号线大屯路东站1117米房本满五年335万单价79649元/平米
4,安慧北里小区/1室1厅/54.65平米/南 北/毛坯,顶层(共2层)/1994年建暂无数据/亚运村,225人关注/8次带看8个月以前发布距离15号线安立路站843米房本满五年350万单价64044元/平米
5,安慧北里小区/2室1厅/56.79平米/南 西南 西/简装/有电梯,底层(共13层)/1988年建塔楼/亚运村,36人关注/18次带看1个月以前发布距离5号线大屯路东站1072米房本满五年450万单价79240元/平米
6,安慧北里小区/1室1厅/42.06平米/南/精装/无电梯,低楼层(共6层)/1988年建板楼/亚运村,19人关注/2次带看20天以前发布房本满五年360万单价85593元/平米
7,安慧北里小区/2室1厅/64.48平米/南/精装/有电梯,高楼层(共13层)/1988年建塔楼/亚运村,42人关注/5次带看2个月以前发布505万单价78319元/平米
