,address,flood,followInfo
0,京投银泰公园悦府/2室1厅/81.47平米/南/毛坯,顶层(共22层)/2015年建板塔结合/回龙观,30人关注/43次带看1个月以前发布距离8号线平西府站352米随时看房485万单价59532元/平米
1,京投银泰公园悦府/2室1厅/89.89平米/南 北/精装,中楼层(共11层)/2014年建板塔结合/回龙观,22人关注/181次带看5个月以前发布距离8号线平西府站352米房本满两年随时看房530万单价58961元/平米
2,京投银泰公园悦府/2室1厅/81.13平米/南 北/其他,底层(共22层)/2015年建板塔结合/回龙观,25人关注/13次带看14天以前发布距离8号线平西府站352米房本满两年485万单价59781元/平米
3,京投银泰公园悦府/2室1厅/69.43平米/东南/精装,底层(共11层)/2014年建板塔结合/回龙观,135人关注/58次带看7个月以前发布距离8号线平西府站352米房本满两年450万单价64814元/平米
4,京投银泰公园悦府/2室1厅/81.54平米/南/精装,低楼层(共22层)/2015年建板塔结合/回龙观,26人关注/9次带看23天以前发布距离8号线平西府站352米490万单价60094元/平米
5,京投银泰公园悦府/1室1厅/54.28平米/东北/毛坯/有电梯,高楼层(共11层)/2016年建塔楼/回龙观,143人关注/129次带看10个月以前发布距离8号线平西府站71米340万单价62639元/平米
6,京投银泰公园悦府/2室1厅/94.68平米/南 北/精装,中楼层(共22层)/2015年建板塔结合/回龙观,15人关注/1次带看3个月以前发布距离8号线平西府站352米房本满两年568万单价59992元/平米
7,京投银泰公园悦府/2室2厅/92.68平米/南 西 北/其他,低楼层(共14层)/2014年建板塔结合/回龙观,16人关注/0次带看8天以前发布距离8号线平西府站352米535万单价57726元/平米
8,京投银泰公园悦府/2室1厅/90.93平米/南 北/简装,高楼层(共22层)/2015年建板塔结合/回龙观,12人关注/6次带看1个月以前发布距离8号线平西府站352米519万单价57077元/平米
9,京投银泰公园悦府/2室1厅/80.79平米/南/精装,底层(共22层)/2015年建板塔结合/回龙观,33人关注/8次带看1个月以前发布距离8号线平西府站352米480万单价59414元/平米
10,京投银泰公园悦府/2室1厅/92.68平米/东 南 北/简装,低楼层(共14层)/2014年建板塔结合/回龙观,13人关注/2次带看16天以前发布530万单价57187元/平米
11,京投银泰公园悦府/2室1厅/91.4平米/南 北/精装,中楼层(共11层)/2014年建板塔结合/回龙观,36人关注/4次带看2个月以前发布距离8号线平西府站352米546万单价59738元/平米
12,京投银泰公园悦府/3室1厅/93.87平米/南 北/简装,高楼层(共22层)/2015年建板塔结合/回龙观,16人关注/0次带看6个月以前发布距离8号线平西府站352米560万单价59657元/平米
13,京投银泰公园悦府/3室1厅/82.91平米/南/其他,底层(共22层)/2015年建板塔结合/回龙观,27人关注/7次带看1个月以前发布475万单价57292元/平米
14,京投银泰公园悦府/1室2厅/68.98平米/南 北/精装,底层(共11层)/2014年建板塔结合/回龙观,38人关注/4次带看4个月以前发布距离8号线平西府站352米430万单价62337元/平米
15,京投银泰公园悦府/1室1厅/64.96平米/南 北/精装,顶层(共11层)/2014年建板楼/回龙观,8人关注/0次带看3天以前发布距离8号线平西府站562米455万单价70044元/平米
16,京投银泰公园悦府/3室2厅/114.39平米/南 北/简装,中楼层(共11层)/2014年建板楼/回龙观,8人关注/0次带看18天以前发布距离8号线平西府站562米686万单价59971元/平米
17,京投银泰公园悦府/2室1厅/94.45平米/南 北/简装,低楼层(共22层)/2015年建板塔结合/回龙观,19人关注/1次带看10个月以前发布530万单价56115元/平米
