,address,flood,followInfo
0,花家地南里/2室1厅/59.37平米/南 北/简装/无电梯,顶层(共6层)/1991年建板楼/望京,151人关注/41次带看4个月以前发布房本满五年398万单价67038元/平米
1,花家地南里/2室1厅/80.97平米/东南 西北/精装/有电梯,中楼层(共12层)/1998年建板塔结合/望京,90人关注/22次带看3个月以前发布房本满五年498万单价61505元/平米
2,花家地南里/2室1厅/51.88平米/南/简装/无电梯,低楼层(共6层)/1992年建板楼/望京,20人关注/10次带看21天以前发布房本满两年随时看房380万单价73246元/平米
3,花家地南里/2室1厅/63.85平米/南 北/精装/无电梯,顶层(共6层)/1988年建板楼/望京,209人关注/13次带看10个月以前发布房本满五年420万单价65780元/平米
4,花家地南里/2室1厅/58.73平米/南 北/简装/无电梯,高楼层(共6层)/1993年建板楼/望京,35人关注/7次带看2个月以前发布房本满五年438万单价74579元/平米
5,花家地南里/3室1厅/85.3平米/南 北/精装/无电梯,高楼层(共6层)/1998年建板楼/望京,173人关注/24次带看一年前发布房本满五年597万单价69989元/平米
6,花家地南里/2室1厅/56.65平米/南 北/简装/无电梯,高楼层(共6层)/1997年建板楼/望京,83人关注/32次带看1个月以前发布房本满五年380万单价67079元/平米
7,花家地南里/2室1厅/49.33平米/东 南/其他/无电梯,中楼层(共6层)/1993年建板楼/望京,37人关注/10次带看22天以前发布房本满五年348万单价70546元/平米
8,花家地南里/3室1厅/71.78平米/东 西/精装/无电梯,中楼层(共6层)/1993年建板楼/望京,16人关注/8次带看1个月以前发布房本满五年随时看房525万单价73141元/平米
9,花家地南里/1室1厅/43.7平米/南 北/简装/无电梯,顶层(共6层)/1992年建板楼/望京,462人关注/101次带看11个月以前发布房本满五年295万单价67506元/平米
10,花家地南里/1室1厅/45.09平米/南/精装/无电梯,顶层(共6层)/1987年建板楼/望京,107人关注/2次带看1个月以前发布房本满五年300万单价66534元/平米
11,花家地南里/2室1厅/87.51平米/西/精装/有电梯,底层(共12层)/1998年建板塔结合/望京,39人关注/2次带看4个月以前发布房本满五年620万单价70850元/平米
12,花家地南里/1室1厅/51.58平米/西/简装/有电梯,底层(共12层)/1998年建板塔结合/望京,162人关注/11次带看一年前发布房本满五年340万单价65918元/平米
13,花家地南里/2室1厅/124.52平米/东南 西北/简装/有电梯,中楼层(共8层)/2000年建板塔结合/望京,25人关注/0次带看2个月以前发布房本满两年780万单价62641元/平米
